"rank" "remaining_area" "remaining_cost" "mean" "max" "min" "mean_positive" "weighted_mean_positive" "max_positive" "min_positive"
0.02208 4189958 0.0 0.9995 0.9995 0.9995 0.9995 0.9995 0.9995 0.9995
0.02218 4189530 0.0 0.9995 0.9995 0.9995 0.9995 0.9995 0.9995 0.9995
0.02228 4189102 0.0 0.9995 0.9995 0.9995 0.9995 0.9995 0.9995 0.9995
0.02238 4188674 0.0 0.9995 0.9995 0.9995 0.9995 0.9995 0.9995 0.9995
0.02248 4188246 0.0 0.9995 0.9995 0.9995 0.9995 0.9995 0.9995 0.9995
0.02258 4187818 0.0 0.9995 0.9995 0.9995 0.9995 0.9995 0.9995 0.9995
0.02268 4187390 0.0 0.9994 0.9994 0.9994 0.9994 0.9994 0.9994 0.9994
0.02278 4186962 0.0 0.9994 0.9994 0.9994 0.9994 0.9994 0.9994 0.9994
0.02288 4186534 0.0 0.9994 0.9994 0.9994 0.9994 0.9994 0.9994 0.9994
0.02298 4186106 0.0 0.9994 0.9994 0.9994 0.9994 0.9994 0.9994 0.9994
0.02308 4185678 0.0 0.9994 0.9994 0.9994 0.9994 0.9994 0.9994 0.9994
0.02318 4185250 0.0 0.9994 0.9994 0.9994 0.9994 0.9994 0.9994 0.9994
0.02328 4184822 0.0 0.9994 0.9994 0.9994 0.9994 0.9994 0.9994 0.9994
0.02338 4184394 0.0 0.9994 0.9994 0.9994 0.9994 0.9994 0.9994 0.9994
0.02348 4183966 0.0 0.9994 0.9994 0.9994 0.9994 0.9994 0.9994 0.9994
0.02357 4183538 0.0 0.9994 0.9994 0.9994 0.9994 0.9994 0.9994 0.9994
0.02367 4183110 0.0 0.9994 0.9994 0.9994 0.9994 0.9994 0.9994 0.9994
0.02377 4182682 0.0 0.9994 0.9994 0.9994 0.9994 0.9994 0.9994 0.9994
0.02387 4182254 0.0 0.9994 0.9994 0.9994 0.9994 0.9994 0.9994 0.9994
0.02397 4181826 0.0 0.9994 0.9994 0.9994 0.9994 0.9994 0.9994 0.9994
0.02407 4181398 0.0 0.9994 0.9994 0.9994 0.9994 0.9994 0.9994 0.9994
0.02417 4180970 0.0 0.9994 0.9994 0.9994 0.9994 0.9994 0.9994 0.9994
